player,club,position,age,nationality,data_country,data_season,gross_weekly_eur,gross_annual_eur
Ousmane Dembélé,PSG,F,28,France,france,2526,349615.0,18180000.0
Khvicha Kvaratskhelia,PSG,F,24,Georgia,france,2526,314615.0,16360000.0
Achraf Hakimi,PSG,D,27,Morocco,france,2526,262308.0,13640000.0
Marquinhos,PSG,D,31,Brazil,france,2526,258654.0,13450000.0
Lucas Hernández,PSG,D,29,France,france,2526,255192.0,13270000.0
Vitinha,PSG,M,25,Portugal,france,2526,227308.0,11820000.0
Warren Zaïre-Emery,PSG,M,19,France,france,2526,220192.0,11450000.0
Nuno Mendes,PSG,D,23,Portugal,france,2526,209808.0,10910000.0
Benjamin Pavard,Marseille,D,29,France,france,2526,139808.0,7270000.0
Bradley Barcola,PSG,F,23,France,france,2526,139808.0,7270000.0
Désiré Doué,PSG,F,20,France,france,2526,132885.0,6910000.0
Lucas Chevalier,PSG,K,24,France,france,2526,122308.0,6360000.0
Corentin Tolisso,Lyon,M,31,France,france,2526,122308.0,6360000.0
Fabián Ruiz,PSG,M,29,Spain,france,2526,122308.0,6360000.0
Gonçalo Ramos,PSG,F,24,Portugal,france,2526,122308.0,6360000.0
Willian Pacho,PSG,D,24,Ecuador,france,2526,111923.0,5820000.0
João Neves,PSG,M,21,Portugal,france,2526,111923.0,5820000.0
Ilya Zabarnyi,PSG,D,23,Ukraine,france,2526,104808.0,5450000.0
Mason Greenwood,Marseille,F,24,England,france,2526,104808.0,5450000.0
Tanguy Ndombélé,Nice,M,29,France,france,2526,104808.0,5450000.0
Geoffrey Kondogbia,Marseille,M,32,Central African Republic,france,2526,104808.0,5450000.0
Moussa Niakhaté,Lyon,D,29,Senegal,france,2526,104808.0,5450000.0
Pierre-Emile Højbjerg,Marseille,M,30,Denmark,france,2526,104808.0,5450000.0
Morgan Sanson,Nice,M,31,France,france,2526,97885.0,5090000.0
Brice Samba,Rennes,K,31,France,france,2526,97885.0,5090000.0
Breel Embolo,Rennes,F,28,Switzerland,france,2526,97885.0,5090000.0
Igor Paixão,Marseille,F,25,Brazil,france,2526,97885.0,5090000.0
Orel Mangala,Lyon,M,27,Belgium,france,2526,94423.0,4910000.0
Nayef Aguerd,Marseille,D,29,Morocco,france,2526,94423.0,4910000.0
Denis Zakaria,Monaco,M,29,Switzerland,france,2526,88462.0,4600000.0
Benjamin André,Lille,M,35,France,france,2526,87500.0,4550000.0
Sebastian Szymanski,Rennes,F,26,Poland,france,2526,87500.0,4550000.0
Thomas Meunier,Lille,D,34,Belgium,france,2526,87500.0,4550000.0
Pierre-Emerick Aubameyang,Marseille,F,36,Gabon,france,2526,87500.0,4550000.0
Ludovic Blas,Rennes,M,28,France,france,2526,87500.0,4550000.0
Quinten Timber,Marseille,M,24,Netherlands,france,2526,87500.0,4550000.0
Timothy Weah,Marseille,F,25,United States,france,2526,87500.0,4550000.0
André Gomes,Lille,M,32,Portugal,france,2526,87500.0,4550000.0
Amine Gouiri,Marseille,F,25,Algeria,france,2526,87500.0,4550000.0
Kang-in Lee,PSG,F,24,South Korea,france,2526,87500.0,4550000.0
Dante,Nice,D,42,Brazil,france,2526,87500.0,4550000.0
Jonathan Clauss,Nice,D,33,France,france,2526,87500.0,4550000.0
Takumi Minamino,Monaco,F,31,Japan,france,2526,84038.0,4370000.0
Aleksandr Golovin,Monaco,F,29,Russia,france,2526,84038.0,4370000.0
Leonardo Balerdi,Marseille,D,27,Argentina,france,2526,83846.0,4360000.0
Facundo Medina,Marseille,D,26,Argentina,france,2526,80385.0,4180000.0
Lucas Beraldo,PSG,D,22,Brazil,france,2526,80385.0,4180000.0
Hamed Junior Traorè,Marseille,F,25,Cote d'Ivoire,france,2526,76923.0,4000000.0
Valentin Rongier,Rennes,M,31,France,france,2526,76923.0,4000000.0
Paul Pogba,Monaco,M,32,France,france,2526,75192.0,3910000.0
Ernest Nuamah,Lyon,F,22,Ghana,france,2526,73462.0,3820000.0
Thilo Kehrer,Monaco,D,29,Germany,france,2526,70769.0,3680000.0
Ainsley Maitland-Niles,Lyon,D,28,England,france,2526,70000.0,3640000.0
Ben Chilwell,Strasbourg,D,29,England,france,2526,70000.0,3640000.0
Glen Kamara,Rennes,M,30,Finland,france,2526,70000.0,3640000.0
Matvey Safonov,PSG,K,26,Russia,france,2526,70000.0,3640000.0
Ciro Immobile,Paris FC,F,35,Italy,france,2526,70000.0,3640000.0
Anthony Lopes,Nantes,K,35,Portugal,france,2526,70000.0,3640000.0
Emerson,Marseille,D,31,Italy,france,2526,70000.0,3640000.0
Eric Dier,Monaco,D,32,England,france,2526,66346.0,3450000.0
Nicolás Tagliafico,Lyon,D,33,Argentina,france,2526,62885.0,3270000.0
Francis Coquelin,Nantes,M,34,France,france,2526,62885.0,3270000.0
Florian Thauvin,Lens,F,33,France,france,2526,62885.0,3270000.0
Sofiane Diop,Nice,F,25,Morocco,france,2526,62885.0,3270000.0
Melvin Bard,Nice,D,25,France,france,2526,62885.0,3270000.0
Folarin Balogun,Monaco,F,24,United States,france,2526,61923.0,3220000.0
Mohammed Salisu,Monaco,D,26,Ghana,france,2526,61923.0,3220000.0
Maghnes Akliouche,Monaco,F,23,France,france,2526,61923.0,3220000.0
Vanderson,Monaco,D,24,Brazil,france,2526,61923.0,3220000.0
Charles Vanhoutte,Nice,M,27,Belgium,france,2526,59423.0,3090000.0
Odsonne Édouard,Lens,F,28,France,france,2526,59423.0,3090000.0
Przemyslaw Frankowski,Rennes,M,30,Poland,france,2526,59423.0,3090000.0
Krépin Diatta,Monaco,F,26,Senegal,france,2526,57500.0,2990000.0
Caio Henrique,Monaco,D,28,Brazil,france,2526,57500.0,2990000.0
Mahdi Camara,Rennes,M,27,France,france,2526,55962.0,2910000.0
Tanner Tessmann,Lyon,M,24,United States,france,2526,55962.0,2910000.0
Adrien Thomasson,Lens,M,32,France,france,2526,55962.0,2910000.0
Yehvann Diouf,Nice,K,26,Senegal,france,2526,55962.0,2910000.0
Michael Murillo,Marseille,D,29,Panama,france,2526,55962.0,2910000.0
Amadou Haidara,Lens,M,28,Mali,france,2526,55962.0,2910000.0
Mika Biereth,Monaco,F,22,Denmark,france,2526,55192.0,2870000.0
Quentin Merlin,Rennes,M,23,France,france,2526,52500.0,2730000.0
Kevin Trapp,Paris FC,K,35,Germany,france,2526,52500.0,2730000.0
Youssouf Ndayishimiye,Nice,D,27,Burundi,france,2526,52500.0,2730000.0
Romain Del Castillo,Brest,F,29,France,france,2526,52500.0,2730000.0
Mostafa Mohamed,Nantes,F,28,Egypt,france,2526,52500.0,2730000.0
Jonathan Gradit,Lens,D,33,France,france,2526,52500.0,2730000.0
Chancel Mbemba,Lille,D,31,Democratic Republic of the Congo,france,2526,52500.0,2730000.0
Estéban Lepaul,Rennes,F,25,France,france,2526,52500.0,2730000.0
Lilian Brassier,Rennes,D,26,France,france,2526,52500.0,2730000.0
Olivier Giroud,Lille,F,39,France,france,2526,52500.0,2730000.0
Seko Fofana,Rennes,M,30,Cote d'Ivoire,france,2526,52500.0,2730000.0
Gerónimo Rulli,Marseille,K,33,Argentina,france,2526,52500.0,2730000.0
Arthur Vermeeren,Marseille,M,20,Belgium,france,2526,52500.0,2730000.0
Pavel Sulc,Lyon,F,25,Czech Republic,france,2526,52500.0,2730000.0
Malick Fofana,Lyon,F,20,Belgium,france,2526,52500.0,2730000.0
Brendan Chardonnet,Brest,D,31,France,france,2526,52500.0,2730000.0
Moses Simon,Paris FC,F,30,Nigeria,france,2526,52500.0,2730000.0
Ansu Fati,Monaco,F,23,Spain,france,2526,50769.0,2640000.0
Julio Enciso,Strasbourg,F,22,Paraguay,france,2526,49038.0,2550000.0
Abner,Lyon,D,25,Brazil,france,2526,49038.0,2550000.0
Ludovic Ajorque,Brest,F,31,France,france,2526,49038.0,2550000.0
Ethan Nwaneri,Marseille,F,18,England,france,2526,47115.0,2450000.0
Romain Perraud,Lille,D,28,France,france,2526,45385.0,2360000.0
Ruben Aguilar,Lens,D,32,France,france,2526,45385.0,2360000.0
Mama Baldé,Brest,F,30,Guinea-Bissau,france,2526,45385.0,2360000.0
Gaëtan Perrin,Lille,F,29,France,france,2526,45385.0,2360000.0
Pierre Lees-Melou,Paris FC,M,32,France,france,2526,45385.0,2360000.0
Djibril Sidibé,Toulouse,D,33,France,france,2526,41923.0,2180000.0
